Date,Open,High,Low,Close,Volume,Change
2025-12-04,44000,44000,42000,44000,3793239,
2025-12-05,57200,57200,52400,57200,1548062,0.30000000000000004
2025-12-08,54100,56800,47750,48550,8060417,-0.15122377622377625
2025-12-09,47650,52400,47500,50000,3709929,0.029866117404737436
2025-12-10,49800,50700,46100,46600,1848223,-0.06799999999999995
2025-12-11,47100,48650,46150,46700,1714470,0.0021459227467810482
2025-12-12,47500,59700,46350,55900,10441014,0.19700214132762306
2025-12-15,56500,72600,54800,70500,11408893,0.2611806797853309
2025-12-16,70000,80200,67000,72400,12482920,0.026950354609929006
2025-12-17,71600,79000,66100,67000,6132009,-0.074585635359116
2025-12-18,68100,72600,66300,72500,4037398,0.08208955223880587
2025-12-19,69800,75450,69300,70400,3785790,-0.0289655172413793
2025-12-22,69000,71000,66300,67100,1717960,-0.046875
2025-12-23,67100,67800,60900,61500,1881452,-0.08345752608047685
2025-12-24,61200,64100,60400,62200,1510894,0.011382113821138296
2025-12-26,61600,68300,60500,64900,3512704,0.04340836012861726
2025-12-29,64400,65600,61900,61900,1068755,-0.046224961479198745
2025-12-30,61900,62000,57100,57600,1144166,-0.06946688206785134
2026-01-02,56700,58600,54600,54700,553910,-0.05034722222222221
2026-01-05,49500,57800,49500,56100,1265695,0.025594149908592323
2026-01-06,55300,56300,53500,54700,373606,-0.024955436720142554
2026-01-07,55100,59400,54200,58800,982227,0.07495429616087756
2026-01-08,61100,62500,58500,60100,587151,0.022108843537415046
2026-01-09,61400,65800,59100,62400,1044970,0.038269550748752046
2026-01-12,61000,61400,59000,59800,453527,-0.04166666666666663
2026-01-13,59400,59800,55600,56200,404963,-0.06020066889632103
2026-01-14,57900,58000,54500,55500,239425,-0.01245551601423489
2026-01-15,55600,56100,54000,55700,266196,0.003603603603603567
2026-01-16,54700,58500,52800,54900,640024,-0.014362657091561926
2026-01-19,53800,55700,53000,54000,246647,-0.016393442622950838
2026-01-20,55500,58400,55100,55700,629612,0.031481481481481444
2026-01-21,53700,54700,50400,51000,396535,-0.08438061041292644
2026-01-22,52400,52600,49500,51000,341348,0.0
2026-01-23,51300,53500,50600,53100,367176,0.04117647058823537
2026-01-26,54500,59000,53800,58300,791503,0.09792843691148767
2026-01-27,56900,59100,56500,58900,356393,0.010291595197255532
2026-01-28,57900,58500,56600,57200,408478,-0.028862478777589184
2026-01-29,57900,59500,56900,58000,481120,0.013986013986013957
2026-01-30,57200,57200,54500,54500,369691,-0.06034482758620685
2026-02-02,52400,54300,51000,51100,181127,-0.062385321100917435
2026-02-03,52400,55500,50200,53400,306408,0.045009784735812186
2026-02-04,52700,56700,52200,55600,1285155,0.04119850187265928
2026-02-05,58900,58900,53800,54400,376970,-0.021582733812949617
2026-02-06,51800,56500,50600,52000,428445,-0.044117647058823484
2026-02-09,52800,53000,51500,52300,208929,0.005769230769230749
2026-02-10,52300,53100,51700,51800,157103,-0.009560229445506718
2026-02-11,55000,56200,53100,53200,299283,0.027027027027026973
2026-02-12,53900,54200,52100,53300,168806,0.001879699248120259
2026-02-13,52700,52700,51400,51800,134778,-0.02814258911819889
2026-02-19,51900,53000,51300,52900,154915,0.021235521235521304
